gene_id,gene_symbol,ensembl_id,gene_title,gene_type,src,feature_space
5580,PRKCD,ENSG00000163932,protein kinase C delta,protein-coding,NCBI,landmark
55818,KDM3A,ENSG00000115548,lysine demethylase 3A,protein-coding,NCBI,landmark
55825,PECR,ENSG00000115425,peroxisomal trans-2-enoyl-CoA reductase,protein-coding,NCBI,landmark
5583,PRKCH,ENSG00000027075,protein kinase C eta,protein-coding,NCBI,landmark
55837,EAPP,ENSG00000129518,E2F associated phosphoprotein,protein-coding,NCBI,landmark
55847,CISD1,ENSG00000122873,CDGSH iron sulfur domain 1,protein-coding,NCBI,landmark
5588,PRKCQ,ENSG00000065675,protein kinase C theta,protein-coding,NCBI,landmark
55893,ZNF395,ENSG00000186918,zinc finger protein 395,protein-coding,NCBI,landmark
55958,KLHL9,ENSG00000198642,kelch like family member 9,protein-coding,NCBI,landmark
5601,MAPK9,ENSG00000050748,mitogen-activated protein kinase 9,protein-coding,NCBI,landmark
5603,MAPK13,ENSG00000156711,mitogen-activated protein kinase 13,protein-coding,NCBI,landmark
5607,MAP2K5,ENSG00000137764,mitogen-activated protein kinase kinase 5,protein-coding,NCBI,landmark
5613,PRKX,ENSG00000183943,protein kinase X-linked,protein-coding,NCBI,landmark
5627,PROS1,ENSG00000184500,protein S,protein-coding,NCBI,landmark
5641,LGMN,ENSG00000100600,legumain,protein-coding,NCBI,landmark
5654,HTRA1,ENSG00000166033,HtrA serine peptidase 1,protein-coding,NCBI,landmark
56654,NPDC1,ENSG00000107281,"neural proliferation, differentiation and control 1",protein-coding,NCBI,landmark
56889,TM9SF3,ENSG00000077147,transmembrane 9 superfamily member 3,protein-coding,NCBI,landmark
56924,PAK6,ENSG00000137843,p21 (RAC1) activated kinase 6,protein-coding,NCBI,landmark
56940,DUSP22,ENSG00000112679,dual specificity phosphatase 22,protein-coding,NCBI,landmark
5696,PSMB8,ENSG00000204264,proteasome subunit beta 8,protein-coding,NCBI,landmark
5699,PSMB10,ENSG00000205220,proteasome subunit beta 10,protein-coding,NCBI,landmark
56997,COQ8A,ENSG00000163050,coenzyme Q8A,protein-coding,NCBI,landmark
57019,CIAPIN1,ENSG00000005194,cytokine induced apoptosis inhibitor 1,protein-coding,NCBI,landmark
57048,PLSCR3,ENSG00000187838,phospholipid scramblase 3,protein-coding,NCBI,landmark
5708,PSMD2,ENSG00000175166,"proteasome 26S subunit, non-ATPase 2",protein-coding,NCBI,landmark
5710,PSMD4,ENSG00000159352,"proteasome 26S subunit, non-ATPase 4",protein-coding,NCBI,landmark
57147,SCYL3,ENSG00000000457,SCY1 like pseudokinase 3,protein-coding,NCBI,landmark
57149,LYRM1,ENSG00000102897,LYR motif containing 1,protein-coding,NCBI,landmark
5715,PSMD9,ENSG00000110801,"proteasome 26S subunit, non-ATPase 9",protein-coding,NCBI,landmark
5716,PSMD10,ENSG00000101843,"proteasome 26S subunit, non-ATPase 10",protein-coding,NCBI,landmark
57178,ZMIZ1,ENSG00000108175,zinc finger MIZ-type containing 1,protein-coding,NCBI,landmark
57192,MCOLN1,ENSG00000090674,mucolipin 1,protein-coding,NCBI,landmark
572,BAD,ENSG00000002330,BCL2 associated agonist of cell death,protein-coding,NCBI,landmark
5720,PSME1,ENSG00000092010,proteasome activator subunit 1,protein-coding,NCBI,landmark
5721,PSME2,ENSG00000100911,proteasome activator subunit 2,protein-coding,NCBI,landmark
57215,THAP11,ENSG00000168286,THAP domain containing 11,protein-coding,NCBI,landmark
57406,ABHD6,ENSG00000163686,abhydrolase domain containing 6,protein-coding,NCBI,landmark
5743,PTGS2,ENSG00000073756,prostaglandin-endoperoxide synthase 2,protein-coding,NCBI,landmark
5747,PTK2,ENSG00000169398,protein tyrosine kinase 2,protein-coding,NCBI,landmark
5770,PTPN1,ENSG00000196396,protein tyrosine phosphatase non-receptor type 1,protein-coding,NCBI,landmark
57761,TRIB3,ENSG00000101255,tribbles pseudokinase 3,protein-coding,NCBI,landmark
5777,PTPN6,ENSG00000111679,protein tyrosine phosphatase non-receptor type 6,protein-coding,NCBI,landmark
57804,POLD4,ENSG00000175482,"DNA polymerase delta 4, accessory subunit",protein-coding,NCBI,landmark
5782,PTPN12,ENSG00000127947,protein tyrosine phosphatase non-receptor type 12,protein-coding,NCBI,landmark
5788,PTPRC,ENSG00000081237,protein tyrosine phosphatase receptor type C,protein-coding,NCBI,landmark
5792,PTPRF,ENSG00000142949,protein tyrosine phosphatase receptor type F,protein-coding,NCBI,landmark
5796,PTPRK,ENSG00000152894,protein tyrosine phosphatase receptor type K,protein-coding,NCBI,landmark
581,BAX,ENSG00000087088,"BCL2 associated X, apoptosis regulator",protein-coding,NCBI,landmark
5827,PXMP2,ENSG00000176894,peroxisomal membrane protein 2,protein-coding,NCBI,landmark
5829,PXN,ENSG00000089159,paxillin,protein-coding,NCBI,landmark
5831,PYCR1,ENSG00000183010,pyrroline-5-carboxylate reductase 1,protein-coding,NCBI,landmark
5836,PYGL,ENSG00000100504,glycogen phosphorylase L,protein-coding,NCBI,landmark
58472,SQOR,ENSG00000137767,sulfide quinone oxidoreductase,protein-coding,NCBI,landmark
58478,ENOPH1,ENSG00000145293,enolase-phosphatase 1,protein-coding,NCBI,landmark
58497,PRUNE1,ENSG00000143363,prune exopolyphosphatase 1,protein-coding,NCBI,landmark
58533,SNX6,ENSG00000129515,sorting nexin 6,protein-coding,NCBI,landmark
5867,RAB4A,ENSG00000168118,"RAB4A, member RAS oncogene family",protein-coding,NCBI,landmark
5873,RAB27A,ENSG00000069974,"RAB27A, member RAS oncogene family",protein-coding,NCBI,landmark
5880,RAC2,ENSG00000128340,Rac family small GTPase 2,protein-coding,NCBI,landmark
5883,RAD9A,ENSG00000172613,RAD9 checkpoint clamp component A,protein-coding,NCBI,landmark
5889,RAD51C,ENSG00000108384,RAD51 paralog C,protein-coding,NCBI,landmark
5891,MOK,ENSG00000080823,MOK protein kinase,protein-coding,NCBI,landmark
5898,RALA,ENSG00000006451,RAS like proto-oncogene A,protein-coding,NCBI,landmark
5899,RALB,ENSG00000144118,RAS like proto-oncogene B,protein-coding,NCBI,landmark
5900,RALGDS,ENSG00000160271,ral guanine nucleotide dissociation stimulator,protein-coding,NCBI,landmark
5909,RAP1GAP,ENSG00000076864,RAP1 GTPase activating protein,protein-coding,NCBI,landmark
5921,RASA1,ENSG00000145715,RAS p21 protein activator 1,protein-coding,NCBI,landmark
5925,RB1,ENSG00000139687,RB transcriptional corepressor 1,protein-coding,NCBI,landmark
5927,KDM5A,ENSG00000073614,lysine demethylase 5A,protein-coding,NCBI,landmark
595,CCND1,ENSG00000110092,cyclin D1,protein-coding,NCBI,landmark
596,BCL2,ENSG00000171791,BCL2 apoptosis regulator,protein-coding,NCBI,landmark
5971,RELB,ENSG00000104856,"RELB proto-oncogene, NF-kB subunit",protein-coding,NCBI,landmark
5982,RFC2,ENSG00000049541,replication factor C subunit 2,protein-coding,NCBI,landmark
5985,RFC5,ENSG00000111445,replication factor C subunit 5,protein-coding,NCBI,landmark
5986,RFNG,ENSG00000169733,RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,protein-coding,NCBI,landmark
5993,RFX5,ENSG00000143390,regulatory factor X5,protein-coding,NCBI,landmark
5997,RGS2,ENSG00000116741,regulator of G protein signaling 2,protein-coding,NCBI,landmark
6009,RHEB,ENSG00000106615,"Ras homolog, mTORC1 binding",protein-coding,NCBI,landmark
60493,FASTKD5,ENSG00000215251,FAST kinase domains 5,protein-coding,NCBI,landmark
6050,RNH1,ENSG00000023191,ribonuclease/angiogenin inhibitor 1,protein-coding,NCBI,landmark
60528,ELAC2,ENSG00000006744,elaC ribonuclease Z 2,protein-coding,NCBI,landmark
6117,RPA1,ENSG00000132383,replication protein A1,protein-coding,NCBI,landmark
6118,RPA2,ENSG00000117748,replication protein A2,protein-coding,NCBI,landmark
6119,RPA3,ENSG00000106399,replication protein A3,protein-coding,NCBI,landmark
6182,MRPL12,ENSG00000262814,mitochondrial ribosomal protein L12,protein-coding,NCBI,landmark
6184,RPN1,ENSG00000163902,ribophorin I,protein-coding,NCBI,landmark
6193,RPS5,ENSG00000083845,ribosomal protein S5,protein-coding,NCBI,landmark
6194,RPS6,ENSG00000137154,ribosomal protein S6,protein-coding,NCBI,landmark
6195,RPS6KA1,ENSG00000117676,ribosomal protein S6 kinase A1,protein-coding,NCBI,landmark
622,BDH1,ENSG00000161267,3-hydroxybutyrate dehydrogenase 1,protein-coding,NCBI,landmark
6251,RSU1,ENSG00000148484,Ras suppressor protein 1,protein-coding,NCBI,landmark
6253,RTN2,ENSG00000125744,reticulon 2,protein-coding,NCBI,landmark
6275,S100A4,ENSG00000196154,S100 calcium binding protein A4,protein-coding,NCBI,landmark
6284,S100A13,ENSG00000189171,S100 calcium binding protein A13,protein-coding,NCBI,landmark
6304,SATB1,ENSG00000182568,SATB homeobox 1,protein-coding,NCBI,landmark
6342,SCP2,ENSG00000116171,sterol carrier protein 2,protein-coding,NCBI,landmark
6347,CCL2,ENSG00000108691,C-C motif chemokine ligand 2,protein-coding,NCBI,landmark
637,BID,ENSG00000015475,BH3 interacting domain death agonist,protein-coding,NCBI,landmark
63874,ABHD4,ENSG00000100439,abhydrolase domain containing 4,protein-coding,NCBI,landmark
6390,SDHB,ENSG00000117118,succinate dehydrogenase complex iron sulfur subunit B,protein-coding,NCBI,landmark
63933,MCUR1,ENSG00000050393,mitochondrial calcium uniporter regulator 1,protein-coding,NCBI,landmark
64080,RBKS,ENSG00000171174,ribokinase,protein-coding,NCBI,landmark
642,BLMH,ENSG00000108578,bleomycin hydrolase,protein-coding,NCBI,landmark
644,BLVRA,ENSG00000106605,biliverdin reductase A,protein-coding,NCBI,landmark
64422,ATG3,ENSG00000144848,autophagy related 3,protein-coding,NCBI,landmark
64428,CIAO3,ENSG00000103245,cytosolic iron-sulfur assembly component 3,protein-coding,NCBI,landmark
64429,ZDHHC6,ENSG00000023041,zinc finger DHHC-type containing 6,protein-coding,NCBI,landmark
6443,SGCB,ENSG00000163069,sarcoglycan beta,protein-coding,NCBI,landmark
6461,SHB,ENSG00000107338,SH2 domain containing adaptor protein B,protein-coding,NCBI,landmark
6464,SHC1,ENSG00000160691,SHC adaptor protein 1,protein-coding,NCBI,landmark
64746,ACBD3,ENSG00000182827,acyl-CoA binding domain containing 3,protein-coding,NCBI,landmark
64781,CERK,ENSG00000100422,ceramide kinase,protein-coding,NCBI,landmark
64943,NT5DC2,ENSG00000168268,5'-nucleotidase domain containing 2,protein-coding,NCBI,landmark
6499,SKIV2L,ENSG00000204351,Ski2 like RNA helicase,protein-coding,NCBI,landmark
6500,SKP1,ENSG00000113558,S-phase kinase associated protein 1,protein-coding,NCBI,landmark
65057,ACD,ENSG00000102977,ACD shelterin complex subunit and telomerase recruitment factor,protein-coding,NCBI,landmark
6509,SLC1A4,ENSG00000115902,solute carrier family 1 member 4,protein-coding,NCBI,landmark
65123,INTS3,ENSG00000143624,integrator complex subunit 3,protein-coding,NCBI,landmark
652,BMP4,ENSG00000125378,bone morphogenetic protein 4,protein-coding,NCBI,landmark
6597,SMARCA4,ENSG00000127616,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",protein-coding,NCBI,landmark
6599,SMARCC1,ENSG00000173473,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1",protein-coding,NCBI,landmark
66008,TRAK2,ENSG00000115993,trafficking kinesin protein 2,protein-coding,NCBI,landmark
6603,SMARCD2,ENSG00000108604,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",protein-coding,NCBI,landmark
6616,SNAP25,ENSG00000132639,synaptosome associated protein 25,protein-coding,NCBI,landmark
6622,SNCA,ENSG00000145335,synuclein alpha,protein-coding,NCBI,landmark
664,BNIP3,ENSG00000176171,BCL2 interacting protein 3,protein-coding,NCBI,landmark
665,BNIP3L,ENSG00000104765,BCL2 interacting protein 3 like,protein-coding,NCBI,landmark
6657,SOX2,ENSG00000181449,SRY-box 2,protein-coding,NCBI,landmark
6659,SOX4,ENSG00000124766,SRY-box 4,protein-coding,NCBI,landmark
6676,SPAG4,ENSG00000061656,sperm associated antigen 4,protein-coding,NCBI,landmark
6696,SPP1,ENSG00000118785,secreted phosphoprotein 1,protein-coding,NCBI,landmark
6697,SPR,ENSG00000116096,sepiapterin reductase,protein-coding,NCBI,landmark
670,BPHL,ENSG00000137274,biphenyl hydrolase like,protein-coding,NCBI,landmark
6709,SPTAN1,ENSG00000197694,"spectrin alpha, non-erythrocytic 1",protein-coding,NCBI,landmark
6714,SRC,ENSG00000197122,"SRC proto-oncogene, non-receptor tyrosine kinase",protein-coding,NCBI,landmark
672,BRCA1,ENSG00000012048,BRCA1 DNA repair associated,protein-coding,NCBI,landmark
6772,STAT1,ENSG00000115415,signal transducer and activator of transcription 1,protein-coding,NCBI,landmark
6774,STAT3,ENSG00000168610,signal transducer and activator of transcription 3,protein-coding,NCBI,landmark
6777,STAT5B,ENSG00000173757,signal transducer and activator of transcription 5B,protein-coding,NCBI,landmark
6790,AURKA,ENSG00000087586,aurora kinase A,protein-coding,NCBI,landmark
6793,STK10,ENSG00000072786,serine/threonine kinase 10,protein-coding,NCBI,landmark
6804,STX1A,ENSG00000106089,syntaxin 1A,protein-coding,NCBI,landmark
6810,STX4,ENSG00000103496,syntaxin 4,protein-coding,NCBI,landmark
6812,STXBP1,ENSG00000136854,syntaxin binding protein 1,protein-coding,NCBI,landmark
6813,STXBP2,ENSG00000076944,syntaxin binding protein 2,protein-coding,NCBI,landmark
6832,SUPV3L1,ENSG00000156502,Suv3 like RNA helicase,protein-coding,NCBI,landmark
6839,SUV39H1,ENSG00000101945,suppressor of variegation 3-9 homolog 1,protein-coding,NCBI,landmark
6850,SYK,ENSG00000165025,spleen associated tyrosine kinase,protein-coding,NCBI,landmark
6856,SYPL1,ENSG00000008282,synaptophysin like 1,protein-coding,NCBI,landmark
6894,TARBP1,ENSG00000059588,TAR (HIV-1) RNA binding protein 1,protein-coding,NCBI,landmark
6908,TBP,ENSG00000112592,TATA-box binding protein,protein-coding,NCBI,landmark
6909,TBX2,ENSG00000121068,T-box 2,protein-coding,NCBI,landmark
6915,TBXA2R,ENSG00000006638,thromboxane A2 receptor,protein-coding,NCBI,landmark
6919,TCEA2,ENSG00000171703,transcription elongation factor A2,protein-coding,NCBI,landmark
6944,VPS72,ENSG00000163159,vacuolar protein sorting 72 homolog,protein-coding,NCBI,landmark
695,BTK,ENSG00000010671,Bruton tyrosine kinase,protein-coding,NCBI,landmark
6988,TCTA,ENSG00000145022,T cell leukemia translocation altered,protein-coding,NCBI,landmark
6990,DYNLT3,ENSG00000165169,dynein light chain Tctex-type 3,protein-coding,NCBI,landmark
701,BUB1B,ENSG00000156970,BUB1 mitotic checkpoint serine/threonine kinase B,protein-coding,NCBI,landmark
7015,TERT,ENSG00000164362,telomerase reverse transcriptase,protein-coding,NCBI,landmark
7016,TESK1,ENSG00000107140,testis associated actin remodelling kinase 1,protein-coding,NCBI,landmark
7020,TFAP2A,ENSG00000137203,transcription factor AP-2 alpha,protein-coding,NCBI,landmark
7027,TFDP1,ENSG00000198176,transcription factor Dp-1,protein-coding,NCBI,landmark
7043,TGFB3,ENSG00000119699,transforming growth factor beta 3,protein-coding,NCBI,landmark
7048,TGFBR2,ENSG00000163513,transforming growth factor beta receptor 2,protein-coding,NCBI,landmark
7074,TIAM1,ENSG00000156299,T cell lymphoma invasion and metastasis 1,protein-coding,NCBI,landmark
7077,TIMP2,ENSG00000035862,TIMP metallopeptidase inhibitor 2,protein-coding,NCBI,landmark
7082,TJP1,ENSG00000104067,tight junction protein 1,protein-coding,NCBI,landmark
7088,TLE1,ENSG00000196781,"TLE family member 1, transcriptional corepressor",protein-coding,NCBI,landmark
7099,TLR4,ENSG00000136869,toll like receptor 4,protein-coding,NCBI,landmark
7105,TSPAN6,ENSG00000000003,tetraspanin 6,protein-coding,NCBI,landmark
7106,TSPAN4,ENSG00000214063,tetraspanin 4,protein-coding,NCBI,landmark
7153,TOP2A,ENSG00000131747,DNA topoisomerase II alpha,protein-coding,NCBI,landmark
7157,TP53,ENSG00000141510,tumor protein p53,protein-coding,NCBI,landmark
7158,TP53BP1,ENSG00000067369,tumor protein p53 binding protein 1,protein-coding,NCBI,landmark
7159,TP53BP2,ENSG00000143514,tumor protein p53 binding protein 2,protein-coding,NCBI,landmark
7165,TPD52L2,ENSG00000101150,TPD52 like 2,protein-coding,NCBI,landmark
7168,TPM1,ENSG00000140416,tropomyosin 1,protein-coding,NCBI,landmark
7264,TSTA3,ENSG00000104522,tissue specific transplantation antigen P35B,protein-coding,NCBI,landmark
727,C5,ENSG00000106804,complement C5,protein-coding,NCBI,landmark
7296,TXNRD1,ENSG00000198431,thioredoxin reductase 1,protein-coding,NCBI,landmark
7319,UBE2A,ENSG00000077721,ubiquitin conjugating enzyme E2 A,protein-coding,NCBI,landmark
7358,UGDH,ENSG00000109814,UDP-glucose 6-dehydrogenase,protein-coding,NCBI,landmark
7376,NR1H2,ENSG00000131408,nuclear receptor subfamily 1 group H member 2,protein-coding,NCBI,landmark
7398,USP1,ENSG00000162607,ubiquitin specific peptidase 1,protein-coding,NCBI,landmark
7416,VDAC1,ENSG00000213585,voltage dependent anion channel 1,protein-coding,NCBI,landmark
7466,WFS1,ENSG00000109501,wolframin ER transmembrane glycoprotein,protein-coding,NCBI,landmark
7485,WRB,ENSG00000182093,tryptophan rich basic protein,protein-coding,NCBI,landmark
7494,XBP1,ENSG00000100219,X-box binding protein 1,protein-coding,NCBI,landmark
7511,XPNPEP1,ENSG00000108039,X-prolyl aminopeptidase 1,protein-coding,NCBI,landmark
7538,ZFP36,ENSG00000128016,ZFP36 ring finger protein,protein-coding,NCBI,landmark
7690,ZNF131,ENSG00000172262,zinc finger protein 131,protein-coding,NCBI,landmark
7750,ZMYM2,ENSG00000121741,zinc finger MYM-type containing 2,protein-coding,NCBI,landmark
780,DDR1,ENSG00000204580,discoidin domain receptor tyrosine kinase 1,protein-coding,NCBI,landmark
7849,PAX8,ENSG00000125618,paired box 8,protein-coding,NCBI,landmark
7852,CXCR4,ENSG00000121966,C-X-C motif chemokine receptor 4,protein-coding,NCBI,landmark
7866,IFRD2,ENSG00000214706,interferon related developmental regulator 2,protein-coding,NCBI,landmark
7867,MAPKAPK3,ENSG00000114738,mitogen-activated protein kinase-activated protein kinase 3,protein-coding,NCBI,landmark
7874,USP7,ENSG00000187555,ubiquitin specific peptidase 7,protein-coding,NCBI,landmark
79006,METRN,ENSG00000103260,"meteorin, glial cell differentiation regulator",protein-coding,NCBI,landmark
7905,REEP5,ENSG00000129625,receptor accessory protein 5,protein-coding,NCBI,landmark
79071,ELOVL6,ENSG00000170522,ELOVL fatty acid elongase 6,protein-coding,NCBI,landmark
79073,TMEM109,ENSG00000110108,transmembrane protein 109,protein-coding,NCBI,landmark
79080,CCDC86,ENSG00000110104,coiled-coil domain containing 86,protein-coding,NCBI,landmark
79090,TRAPPC6A,ENSG00000007255,trafficking protein particle complex 6A,protein-coding,NCBI,landmark
79094,CHAC1,ENSG00000128965,ChaC glutathione specific gamma-glutamylcyclotransferase 1,protein-coding,NCBI,landmark
79143,MBOAT7,ENSG00000125505,membrane bound O-acyltransferase domain containing 7,protein-coding,NCBI,landmark
79170,PRR15L,ENSG00000167183,proline rich 15 like,protein-coding,NCBI,landmark
79174,CRELD2,ENSG00000184164,cysteine rich with EGF like domains 2,protein-coding,NCBI,landmark
79187,FSD1,ENSG00000105255,fibronectin type III and SPRY domain containing 1,protein-coding,NCBI,landmark
79600,TCTN1,ENSG00000204852,tectonic family member 1,protein-coding,NCBI,landmark
79643,CHMP6,ENSG00000176108,charged multivesicular body protein 6,protein-coding,NCBI,landmark
79716,NPEPL1,ENSG00000215440,aminopeptidase like 1,protein-coding,NCBI,landmark
7982,ST7,ENSG00000004866,suppression of tumorigenicity 7,protein-coding,NCBI,landmark
79850,FAM57A,ENSG00000167695,family with sequence similarity 57 member A,protein-coding,NCBI,landmark
79902,NUP85,ENSG00000125450,nucleoporin 85,protein-coding,NCBI,landmark
79921,TCEAL4,ENSG00000133142,transcription elongation factor A like 4,protein-coding,NCBI,landmark
7994,KAT6A,ENSG00000083168,lysine acetyltransferase 6A,protein-coding,NCBI,landmark
79947,DHDDS,ENSG00000117682,dehydrodolichyl diphosphate synthase subunit,protein-coding,NCBI,landmark
79961,DENND2D,ENSG00000162777,DENN domain containing 2D,protein-coding,NCBI,landmark
80204,FBXO11,ENSG00000138081,F-box protein 11,protein-coding,NCBI,landmark
80212,CCDC92,ENSG00000119242,coiled-coil domain containing 92,protein-coding,NCBI,landmark
80347,COASY,ENSG00000068120,Coenzyme A synthase,protein-coding,NCBI,landmark
80349,WDR61,ENSG00000140395,WD repeat domain 61,protein-coding,NCBI,landmark
8050,PDHX,ENSG00000110435,pyruvate dehydrogenase complex component X,protein-coding,NCBI,landmark
8061,FOSL1,ENSG00000175592,"FOS like 1, AP-1 transcription factor subunit",protein-coding,NCBI,landmark
80746,TSEN2,ENSG00000154743,tRNA splicing endonuclease subunit 2,protein-coding,NCBI,landmark
80758,PRR7,ENSG00000131188,"proline rich 7, synaptic",protein-coding,NCBI,landmark
808,CALM3,ENSG00000160014,calmodulin 3,protein-coding,NCBI,landmark
8091,HMGA2,ENSG00000149948,high mobility group AT-hook 2,protein-coding,NCBI,landmark
813,CALU,ENSG00000128595,calumenin,protein-coding,NCBI,landmark
81533,ITFG1,ENSG00000129636,integrin alpha FG-GAP repeat containing 1,protein-coding,NCBI,landmark
81544,GDPD5,ENSG00000158555,glycerophosphodiester phosphodiesterase domain containing 5,protein-coding,NCBI,landmark
8202,NCOA3,ENSG00000124151,nuclear receptor coactivator 3,protein-coding,NCBI,landmark
8204,NRIP1,ENSG00000180530,nuclear receptor interacting protein 1,protein-coding,NCBI,landmark
823,CAPN1,ENSG00000014216,calpain 1,protein-coding,NCBI,landmark
8243,SMC1A,ENSG00000072501,structural maintenance of chromosomes 1A,protein-coding,NCBI,landmark
8270,LAGE3,ENSG00000196976,L antigen family member 3,protein-coding,NCBI,landmark
831,CAST,ENSG00000153113,calpastatin,protein-coding,NCBI,landmark
8312,AXIN1,ENSG00000103126,axin 1,protein-coding,NCBI,landmark
8318,CDC45,ENSG00000093009,cell division cycle 45,protein-coding,NCBI,landmark
8321,FZD1,ENSG00000157240,frizzled class receptor 1,protein-coding,NCBI,landmark
8324,FZD7,ENSG00000155760,frizzled class receptor 7,protein-coding,NCBI,landmark
8349,HIST2H2BE,ENSG00000184678,histone cluster 2 H2B family member e,protein-coding,NCBI,landmark
835,CASP2,ENSG00000106144,caspase 2,protein-coding,NCBI,landmark
836,CASP3,ENSG00000164305,caspase 3,protein-coding,NCBI,landmark
83743,GRWD1,ENSG00000105447,glutamate rich WD repeat containing 1,protein-coding,NCBI,landmark
8396,PIP4K2B,ENSG00000276293,phosphatidylinositol-5-phosphate 4-kinase type 2 beta,protein-coding,NCBI,landmark
840,CASP7,ENSG00000165806,caspase 7,protein-coding,NCBI,landmark
84159,ARID5B,ENSG00000150347,AT-rich interaction domain 5B,protein-coding,NCBI,landmark
843,CASP10,ENSG00000003400,caspase 10,protein-coding,NCBI,landmark
8440,NCK2,ENSG00000071051,NCK adaptor protein 2,protein-coding,NCBI,landmark
8444,DYRK3,ENSG00000143479,dual specificity tyrosine phosphorylation regulated kinase 3,protein-coding,NCBI,landmark
8446,DUSP11,ENSG00000144048,dual specificity phosphatase 11,protein-coding,NCBI,landmark
84617,TUBB6,ENSG00000176014,tubulin beta 6 class V,protein-coding,NCBI,landmark
847,CAT,ENSG00000121691,catalase,protein-coding,NCBI,landmark
84722,PSRC1,ENSG00000134222,proline and serine rich coiled-coil 1,protein-coding,NCBI,landmark
8480,RAE1,ENSG00000101146,ribonucleic acid export 1,protein-coding,NCBI,landmark
84890,ADO,ENSG00000181915,2-aminoethanethiol dioxygenase,protein-coding,NCBI,landmark
8503,PIK3R3,ENSG00000117461,phosphoinositide-3-kinase regulatory subunit 3,protein-coding,NCBI,landmark
8508,NIPSNAP1,ENSG00000184117,nipsnap homolog 1,protein-coding,NCBI,landmark
8518,ELP1,ENSG00000070061,elongator complex protein 1,protein-coding,NCBI,landmark
8520,HAT1,ENSG00000128708,histone acetyltransferase 1,protein-coding,NCBI,landmark
85236,HIST1H2BK,ENSG00000197903,histone cluster 1 H2B family member k,protein-coding,NCBI,landmark
85377,MICALL1,ENSG00000100139,MICAL like 1,protein-coding,NCBI,landmark
8550,MAPKAPK5,ENSG00000089022,mitogen-activated protein kinase-activated protein kinase 5,protein-coding,NCBI,landmark
8553,BHLHE40,ENSG00000134107,basic helix-loop-helix family member e40,protein-coding,NCBI,landmark
8569,MKNK1,ENSG00000079277,MAP kinase interacting serine/threonine kinase 1,protein-coding,NCBI,landmark
8573,CASK,ENSG00000147044,calcium/calmodulin dependent serine protein kinase,protein-coding,NCBI,landmark
8574,AKR7A2,ENSG00000053371,aldo-keto reductase family 7 member A2,protein-coding,NCBI,landmark
8607,RUVBL1,ENSG00000175792,RuvB like AAA ATPase 1,protein-coding,NCBI,landmark
8624,PSMG1,ENSG00000183527,proteasome assembly chaperone 1,protein-coding,NCBI,landmark
8678,BECN1,ENSG00000126581,beclin 1,protein-coding,NCBI,landmark
868,CBLB,ENSG00000114423,Cbl proto-oncogene B,protein-coding,NCBI,landmark
8720,MBTPS1,ENSG00000140943,"membrane bound transcription factor peptidase, site 1",protein-coding,NCBI,landmark
8726,EED,ENSG00000074266,embryonic ectoderm development,protein-coding,NCBI,landmark
8727,CTNNAL1,ENSG00000119326,catenin alpha like 1,protein-coding,NCBI,landmark
873,CBR1,ENSG00000159228,carbonyl reductase 1,protein-coding,NCBI,landmark
8731,RNMT,ENSG00000101654,RNA guanine-7 methyltransferase,protein-coding,NCBI,landmark
874,CBR3,ENSG00000159231,carbonyl reductase 3,protein-coding,NCBI,landmark
8800,PEX11A,ENSG00000166821,peroxisomal biogenesis factor 11 alpha,protein-coding,NCBI,landmark
8804,CREG1,ENSG00000143162,cellular repressor of E1A stimulated genes 1,protein-coding,NCBI,landmark
8821,INPP4B,ENSG00000109452,inositol polyphosphate-4-phosphatase type II B,protein-coding,NCBI,landmark
8826,IQGAP1,ENSG00000140575,IQ motif containing GTPase activating protein 1,protein-coding,NCBI,landmark
8835,SOCS2,ENSG00000120833,suppressor of cytokine signaling 2,protein-coding,NCBI,landmark
8837,CFLAR,ENSG00000003402,CASP8 and FADD like apoptosis regulator,protein-coding,NCBI,landmark
8851,CDK5R1,ENSG00000176749,cyclin dependent kinase 5 regulatory subunit 1,protein-coding,NCBI,landmark
8869,ST3GAL5,ENSG00000115525,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",protein-coding,NCBI,landmark
8870,IER3,ENSG00000137331,immediate early response 3,protein-coding,NCBI,landmark
8878,SQSTM1,ENSG00000161011,sequestosome 1,protein-coding,NCBI,landmark
8884,SLC5A6,ENSG00000138074,solute carrier family 5 member 6,protein-coding,NCBI,landmark
8895,CPNE3,ENSG00000085719,copine 3,protein-coding,NCBI,landmark
890,CCNA2,ENSG00000145386,cyclin A2,protein-coding,NCBI,landmark
8900,CCNA1,ENSG00000133101,cyclin A1,protein-coding,NCBI,landmark
891,CCNB1,ENSG00000134057,cyclin B1,protein-coding,NCBI,landmark
8914,TIMELESS,ENSG00000111602,timeless circadian regulator,protein-coding,NCBI,landmark
896,CCND3,ENSG00000112576,cyclin D3,protein-coding,NCBI,landmark
8974,P4HA2,ENSG00000072682,prolyl 4-hydroxylase subunit alpha 2,protein-coding,NCBI,landmark
