pr_gene_symbol,Erlotinib,Olaparib,Gemcitabine
ATAD2B,0.028882027,-0.04992199,0.528553
FBXO42,0.15073109,-0.21129417,-0.19800949
PRR13,0.1049099,-0.17616558,-0.38177013
PON3,1.1177344,0.23221779,-0.075987816
CCSER2,-0.19746113,-0.297719,-0.35431528
FAM134B,0.3689642,0.26506615,-0.4032631
ETAA1,0.033049583,0.11763191,-0.44860744
MIOS,-0.18412781,-0.4810958,0.37376404
ZFAND6,-0.3625059,0.011912346,1.235919
POR,-0.057893753,-0.34078264,-0.52432394
ARMCX6,-0.1235733,0.11639118,0.4571228
MIEF1,0.50213003,0.15430117,-0.10978222
TOLLIP,0.1170702,0.34467554,0.060112
NLE1,0.12235117,0.14338875,0.4392476
RNF216,0.21974087,0.01212883,0.7734232
PLEKHA5,0.832634,0.4708538,-1.8073711
CHPF2,0.04539442,-0.020367622,-0.6106205
TRMT13,0.35990524,0.55660915,-0.8972225
DGCR8,0.5893469,-0.08303642,-0.16278076
FAM105A,-0.067679405,0.10602951,-0.14135027
PRMT7,0.32213116,0.03755188,-0.2538967
SMOX,-0.31260824,-0.30411196,1.4469781
ATR,-0.61709785,-0.34340286,-0.34707832
POU2AF1,1.1607609,0.2731614,0.5219574
RBM47,-0.18812037,-0.394989,1.1133623
ZDHHC13,0.4610834,0.19089222,-0.9331026
CPVL,-1.4232812,0.23913789,2.1140146
ADAMTSL4,-0.057771206,-0.01696539,0.08400822
RHOF,0.20334816,0.16323948,0.24591875
POU2F1,0.034792423,-0.25110102,0.7644367
PUS7,-0.44477558,0.4223709,-0.97069263
APBB1IP,0.05406618,-0.15937138,0.17793489
POU2F2,-0.34751987,-0.005739212,0.3527217
CCDC93,-0.04148197,-0.05496502,1.5304861
WDR44,0.12119198,0.39429665,0.7434578
ASNSD1,-0.41739845,-0.03618145,0.5314617
POU3F1,0.012825966,-0.24735975,0.37656593
MIER2,-0.054356575,0.004954338,-0.2747259
CCHCR1,0.11301565,-0.016535759,-0.16382694
FAM35A,-0.73500395,-0.34856462,-0.3453083
ROBO4,-0.016774654,-0.08237219,-0.26330233
NDUFB11,-0.3361969,-0.09251213,1.1537895
POU3F2,-0.15697384,-0.3369274,0.49309444
FAM193B,0.31110764,-0.14271069,-0.16016388
RC3H2,0.28360748,-0.08455086,-0.23571587
CRCT1,-1.05652,0.11729145,0.38478708
MTMR12,0.35056067,-0.010963917,-0.14892197
POU3F3,0.24545097,0.1497879,-0.30537033
NECAB2,0.09423876,-0.084084034,-0.047151566
MAGEL2,0.119096756,0.04661274,0.13466549
GNL3L,0.09804821,0.014339924,-0.23256111
DDX49,0.45771122,-0.08007717,-0.7227669
ING3,-0.64413214,-0.5787482,2.138918
SPATA6,-0.2818327,-0.21402168,-0.53125477
EPB41L4B,-0.49090004,-0.3087759,-0.4975176
SCAND2P,-0.25676203,-0.027319908,0.35296488
EGLN1,-0.47647333,0.16612434,-0.22396517
GNB1L,0.23170376,0.048493385,-0.44751167
LZTFL1,-0.46460295,-0.3866005,0.62057877
MXRA8,-0.09630871,-0.5048475,-0.29598856
ATRX,-0.20606422,0.04821968,-0.68857527
DDX56,-0.19553947,0.34134102,0.98412323
CCNJ,-0.22242165,0.14246559,1.0461216
VSIG10,-0.12155056,-0.23634338,-0.28410387
ARL15,0.0114851,0.11666536,-0.5860052
HES2,0.11991167,0.0279665,-0.107338905
FAM63B,0.23052883,0.045637608,0.08978844
POU6F1,-0.023974419,-0.073242664,-0.21206236
PPA1,-0.52971554,-0.20055485,0.5026827
PPARA,0.15828657,0.03378868,0.23899889
TBC1D13,-0.27243948,-0.3255329,-0.21335697
WDR74,0.07104206,0.2010603,0.6704626
TMEM106B,0.2520399,-0.036041737,0.085627556
RSBN1,0.15228939,0.009309769,-0.34322548
LRRN3,-0.040249348,0.11887503,3.382245
GTPBP2,1.0347614,0.042243004,-1.4325161
CROT,-0.3187542,0.0914278,-0.5362954
ZNHIT6,0.29728413,0.17007065,0.19487858
MANSC1,-0.3225956,-0.237504,-1.6307888
MED1,-0.44933128,-0.6470022,1.0502782
KIF1A,0.2718644,-0.2361002,0.8154435
RRN3,0.22049236,0.0485487,1.1776581
PDP1,0.521091,0.37677717,0.13235235
GPN2,0.2498331,0.009514809,0.8556657
MARCH5,-0.3438425,0.03840351,0.69478416
PPAT,-0.67113113,0.13617134,-0.12914848
RBFOX1,-0.3333583,0.08161068,1.1307225
OTUD4,-0.6281533,-0.18417883,0.11514187
PPBP,0.43395162,-0.65283453,-0.33017528
TMED9,-0.23818398,-0.17440605,-0.7180214
MPHOSPH8,0.14176655,0.051374435,-1.0895061
XAF1,-0.062846184,-0.17229557,0.0017771721
LEPROT,0.9826546,0.14401817,-0.023675919
KLHDC4,-0.19611931,-0.25192165,0.22691154
CTSA,0.70305824,0.17780018,-1.6518774
GRAMD1C,0.56555986,0.16802597,-0.3553195
TRIM44,-0.68827915,-0.2515602,-0.011972427
DIRAS2,0.0064525604,0.09148407,0.5439775
CFAP46,0.19180965,0.074325085,0.041167736
RNF111,-0.045280933,0.14973211,0.17882824
PPIA,-0.42918968,-0.20305443,0.17913055
NSMCE4A,0.10944748,0.00062942505,0.054901123
ALKBH4,0.20473099,-0.06434822,-0.2976513
BORCS6,0.17970276,-0.18082952,-0.2154355
DNAJB12,0.23191357,-0.28130054,-0.10096264
PPIB,0.7444458,0.18595219,0.54713154
KCTD9,-0.23392296,0.09533119,0.80046463
TRPM4,0.0940187,-0.19048452,-1.4252706
BNC2,0.88747597,0.3524413,-0.85978794
MED18,-0.19927216,-0.20654297,0.0020718575
MBTD1,0.20300579,0.05942297,-0.18402767
KLHL24,0.029408932,-0.42722893,0.4896288
HAUS6,-0.064237595,0.35034895,0.3682437
TRIT1,-0.17146301,0.1861763,-0.40046978
CNNM2,0.5278816,0.08450127,-0.10481453
AHI1,-0.75468874,-0.42452812,1.1205149
DYM,0.0424695,0.09897566,-0.340384
SAMD9,0.03741741,0.2248807,0.9992447
PPID,-0.12068176,0.42885017,-0.02492237
GIPC2,0.49836063,0.38415432,-0.11831236
ZNF562,0.058088303,0.20121098,0.05756855
AFTPH,0.101445675,0.028617859,0.9217992
GATAD2A,0.08582783,-0.03174019,0.47269535
ZNF280D,0.3528328,0.14448929,-0.5642271
ZCCHC10,0.34360027,0.18741417,0.45621014
NDE1,0.37514114,-0.269794,-0.7361994
ERCC6L,-0.21342993,0.13447142,-0.3290391
GIN1,-0.22550106,-0.16962862,-0.39691544
BCAS3,-0.22956133,-0.3776331,-0.53168297
ASPN,-0.045962334,0.23400402,0.10256529
NUP62CL,0.0535388,0.09906578,0.25427437
VPS13C,0.07713032,-0.34910107,0.33972216
GDAP2,0.10939646,0.09904623,0.10549641
BSPRY,-0.31184483,-0.06152773,-0.38221788
WBP1L,0.55646944,-0.03708458,-0.9475646
LRRC49,0.04509926,-0.09732342,0.070593834
APTX,-0.25948048,-0.1522789,-0.13871384
MFSD6,-0.011957169,-0.09689331,-0.26904917
ESRP1,0.058333874,0.20275116,-1.8378448
SIDT1,0.43856812,-0.011610031,0.47400904
ANKRD49,0.31794882,-0.007926941,0.96453714
WDR55,0.053207874,-0.3583026,0.41966248
FAM83E,0.36447096,0.055338383,-0.29099894
FAM46C,-0.5257323,-0.084237576,0.6589291
GON4L,-0.000808239,0.13128376,0.4406972
GDPD2,0.032220364,0.053264618,0.53507996
PGPEP1,0.5205574,0.0807538,-0.11225939
SNRK,-1.0516152,-0.29450846,0.631845
CC2D1A,0.39194202,0.10621405,-0.41710758
TOR4A,-0.0564785,0.28512287,0.8681879
TMEM214,-0.08403683,0.045419693,-0.019441605
TMEM104,-0.014393806,-0.2966814,0.18038988
EPS8L1,0.84838104,0.3033247,-1.3053446
QRICH1,-0.011788368,0.1408186,0.39889193
PIGG,-0.51855993,-0.36003208,0.0056238174
PALMD,-0.48202372,0.4684105,-1.6772285
FNBP1L,-0.49997616,0.263628,-1.6083355
CNTLN,-0.15070915,0.04856491,0.14926338
DCAF16,-0.17584753,-0.06904745,0.69306374
ZCCHC2,0.2056055,0.07601166,-0.3881421
DPP8,-0.1298418,0.18712616,-0.055068016
BCOR,0.21634007,0.13999462,0.12768745
ANKHD1,-0.41923094,-0.22741318,0.47648096
CWC25,-0.32845497,-0.19569445,0.8814006
RETSAT,-0.32837152,-0.21299839,-0.44830132
TBC1D8B,0.38604546,0.34755945,-1.8197422
PLPPR1,-0.3205881,0.12109041,-0.5797181
NCAPG2,-0.5506077,0.10035992,0.39265442
RNF43,-0.37630177,-0.14368725,-0.42039537
CASZ1,0.003027916,-0.22933626,0.30648232
ELOVL2,-0.49485612,-0.11256504,1.7029629
AUH,0.4560132,0.1981411,-0.6786375
LAX1,0.36634922,-0.06742716,-0.08130169
CDKAL1,-0.12910223,-1.6212463e-05,-0.7913742
TTC19,-0.22636795,-0.03710556,0.7850733
MKS1,-0.054892063,-0.11990261,0.18371296
WHSC1L1,0.08615017,0.010673523,-0.092027664
FAM208B,-0.2839203,0.16516209,-0.79440975
SPDL1,-0.8465185,0.04141617,0.27695656
SEMA4C,0.40083456,-0.11954594,-1.5415101
FOCAD,-0.5557909,0.26914644,-0.295887
TMEM260,0.24605322,-0.40790033,0.043230057
CMTM6,-0.70795536,-0.43331242,-0.5625973
DNAAF5,0.27805233,0.38893986,-0.61307716
DUS2,0.0828352,0.020772457,-0.10528612
RASIP1,-0.45065022,0.41866064,-0.19449735
ZSCAN32,0.19376087,0.22640562,0.33220482
CHCHD3,-0.059818268,0.10346031,0.5940256
IMPAD1,-0.4666233,-0.22907305,-0.28399658
TMEM161A,0.34056425,0.21426678,-0.17741299
PPL,0.8783541,-0.51915836,-2.2132492
HAUS4,0.08273506,-0.18523026,0.3634901
KANSL2,-0.6635885,-0.33045006,0.6592808
COMMD4,-0.3432455,0.05925846,-0.04975319
PPM1A,0.06993008,-0.008148193,-0.007987976
RNF125,0.6052141,0.25876045,0.3877287
FAM206A,-0.7798681,-0.044175625,0.51114416
DNAJC28,0.2547617,-0.04114151,-0.29071283
SLC41A3,0.10136366,-0.046171665,-0.15940475
MRPL16,-0.34252548,-0.007868767,-0.16884422
PPM1B,0.07997608,-0.05352688,1.0552759
COMMD8,0.0830822,0.17340755,-0.4420433
TRNAU1AP,0.0887022,-0.09605694,0.4689741
C1orf27,-0.037135124,-0.075603485,1.4676561
C1orf109,0.23718071,0.39198875,-0.69625664
PARP16,-0.0072016716,0.39500046,-0.61027336
TMEM160,-0.21656609,-0.08228588,-0.40877247
PPM1G,-0.0915432,-0.10952473,-0.15920353
SSH3,0.32172203,-0.38637114,-0.10919571
TIPIN,-0.79191494,-0.018158913,1.5871954
UCKL1,0.051700592,-0.42124557,0.063402176
TMEM70,-0.3889618,0.37017822,-0.5133071
C4orf27,-0.33000135,-0.035565376,-0.99774265
TTC12,0.043478966,-0.3559718,0.30844975
BANP,0.3786397,0.042752743,0.81586885
TMEM132A,0.036389828,-0.21998453,-0.6400466
CPSF3L,0.32449818,0.18330765,0.107234955
THG1L,0.635345,0.19475555,-0.35852528
C20orf27,-0.34960556,-0.022167206,-0.9296651
SLC25A38,0.22118425,-0.025315285,0.45048332
SLC35F6,-0.18525219,-0.23810387,0.4409685
C2orf42,0.016402721,-0.08176899,0.21602869
NMRK1,0.6494808,-0.39160156,0.32843208
CLN6,-0.19660854,0.014039993,0.2127428
HCFC1R1,0.7091427,0.08914566,-0.6977806
C1orf123,0.27895546,-0.16720581,-0.4381485
ACSM5,-0.45023537,-0.21117783,-0.8244376
ZNF770,0.03745079,0.05608368,-0.05723238
PPP1CA,-0.77163696,-0.27558136,0.5252495
C1orf159,0.1643033,0.05782461,-0.33503914
GID8,0.17341995,-0.15162086,0.28726292
OXSM,-0.29523182,0.024413109,0.04069519
MARC2,-0.56411934,-0.22584152,-0.2514267
TESC,-0.98688316,-0.34723186,0.35448074
AURKAIP1,-0.32473755,-0.0020256042,0.33613873
ACPP,0.70828676,-0.22304058,-0.32504654
AUP1,-0.17745113,0.20821571,0.094275475
PPP1CB,0.24631119,-0.027513504,-0.31105328
TUG1,0.44649124,-0.19123554,0.42308998
TTC22,-0.090789795,0.024029732,0.33676386
TMCO3,-0.02436304,-0.30988073,-0.87209797
PAK1IP1,0.01174736,0.028906822,0.11405468
RMND1,0.033584595,-0.024993896,-1.2275348
TRMT61B,-0.02645874,0.059425354,-0.23589802
C19orf24,-0.18295479,-0.15239716,0.27684784
PPP1CC,-0.5522938,-0.035245895,-0.55329895
PARPBP,-0.07055092,0.12202883,-0.2277441
CCDC109B,-0.8564205,0.29338837,1.5977745
STX17,-0.3220067,-0.19272137,0.27092218
PRPF39,-0.62890244,-0.1777153,1.1006665
MARCH1,0.42068672,0.18897915,-0.04964924
PPP1R1A,-0.2816229,0.13296652,-0.6838932
TTC38,0.19274235,0.1832943,-0.14638805
PID1,1.2824831,0.3303728,1.6736231
PHIP,0.16920662,-0.25369072,0.25019932
BANK1,1.1117015,0.11639595,-0.31919813
TMEM255A,0.025170803,0.1905222,1.3016005
HEATR3,-0.52301407,-0.015417099,-0.5194793
C17orf80,0.013839245,0.10650158,-0.49942827
FBXO34,0.19520855,0.3021059,-1.2477055
USP47,0.17346954,-0.20431328,0.9729929
SLC35A5,0.41555595,-0.09260273,-0.23573875
MOCOS,0.83625746,-0.08716488,-0.45954084
NOL8,-0.029951096,-0.11186314,0.37573528
PTCD3,-0.22892094,-0.3142376,-0.06050968
TRMT12,0.13451195,-0.11962795,-1.2021275
PPP1R2,-0.38464928,-0.38847208,0.861011
EPN3,0.35972786,0.04484558,-0.39227295
PLEKHB2,0.044418335,-0.061872482,-0.014583588
VPS37C,0.6883292,0.09300518,-0.26529217
C19orf60,-0.19985867,-0.26258183,-0.19065762
NRDE2,0.16499996,0.111095905,-0.15502214
MRPL20,-0.51142406,-0.10872555,-0.19570637
ZWILCH,-0.7980852,-0.07329655,0.7859392
AIM1L,0.1716733,-0.016244411,-0.5762696
PPP1R3A,-0.033155918,0.061258793,-0.120287895
SUSD4,0.7269969,0.2539425,-0.94416857
WIPI1,1.0705462,0.108893394,-0.25244808
ZCWPW1,0.085241795,-0.014765739,0.22202015
SLC52A1,0.3512621,0.21751022,-0.011788845
PDPR,0.15726471,0.095786095,0.32744122
ENOX1,0.007957935,0.03962803,-0.28154755
TMEM248,-0.16715336,-0.08795738,0.37777138
PPP1R3C,0.3963709,0.5706234,-1.6595078
DET1,0.074947834,-0.04249668,-0.085635185
C9orf40,-0.22975874,-0.010079861,-0.7132926
RNF31,0.27383327,0.08856201,-0.47515154
OXR1,0.05837059,0.018222809,-1.551292
TMEM45A,0.46734667,0.539587,-1.2670379
FEZF2,0.40390015,0.28124142,-0.66418076
TAPBPL,0.6757717,0.41426802,0.5822506
IFT57,0.42555046,0.21647835,0.34620476
ARGLU1,-0.10666084,-0.1993208,0.718709
SOBP,0.12187338,-0.07863951,-1.3157215
CXorf57,0.71216106,0.71702385,-0.92450523
CCDC186,0.060530663,-0.215909,0.9163971
MED9,0.49247742,0.1733141,-0.2303524
TMEM51,-0.28321743,-0.031832695,-0.06395388
WDYHV1,0.37422085,-0.06637478,-0.83154774
GPATCH1,0.092915535,0.0035676956,-0.6407604
SAMD4B,0.24075079,-0.03685093,-0.35584402
EBLN2,0.013221741,-0.17481184,0.98394156
PPP1R7,-0.35522366,-0.18257809,-0.67755413
WDR70,0.44607162,0.23413754,-0.24802017
ATP5SL,-0.19837093,-0.2178688,-0.17609787
ATG2B,0.003279686,0.21256828,0.5454178
RALGPS2,0.23159838,0.05467224,0.16678286
GPATCH2,0.032107353,-0.031781197,0.67075586
SLFN12,0.16672945,0.621583,0.47648525
ANO1,0.48422146,0.19861746,2.7970686
BSDC1,0.62175274,-0.16526699,0.79015493
AGGF1,0.078513145,0.017412186,-0.28973675
PPP1R8,-0.19143963,-0.26341152,0.5858655
MAGOHB,0.35640526,0.22458363,-0.42045593
WDR60,0.012646198,0.056844234,-0.44470978
XKR8,0.132514,0.05051899,0.20926666
ARHGAP17,-0.46169853,-0.2725563,0.60203314
TMEM39B,0.38962746,-0.043005943,-0.36036873
SLC6A15,-0.23795795,0.03077507,-0.21611786
PRPF38B,0.09375429,0.0714345,0.2849331
FANCL,-0.57386494,0.108989716,0.24111557
CEP192,0.060347557,-0.054512024,-0.45270395
TRIM68,0.11684227,0.1341343,0.6849747
RBM28,-0.16319752,0.11964798,0.3283615
SRBD1,-0.081995964,-0.019545078,0.48525953
WRAP53,-0.10261774,0.15988207,-0.3809638
ANKZF1,0.05915785,-0.28798723,0.14550352
PPP1R10,0.42118073,0.21008015,-0.27319908
CDCA8,-0.5096283,-0.1212883,-0.7139921
LRRC8D,1.021307,0.18629456,-0.4552555
THAP1,-0.07662201,0.04280281,1.0577264
ZDHHC4,0.9312439,0.04963875,0.33426094
RBM23,-0.29061794,-0.092778206,-0.15583992
MTPAP,-0.67775583,-0.13338661,-0.5032263
PPP2CA,-0.26809502,-0.11169529,0.17939758
TMEM38B,-0.63055706,-0.07591152,0.12151575
DALRD3,0.25460005,-0.21877956,0.098670006
SDAD1,-0.23156738,-0.15522957,-0.32410526
ARMC1,0.22915173,0.29942417,-0.32029915
DARS2,0.23377228,-0.26769924,-0.69168854
RFWD3,-0.6371746,0.3330078,0.61538696
PPP2CB,0.14451313,0.22575474,0.94009495
ARHGEF10L,0.03379917,-0.23530483,-0.42968702
TMEM33,-0.36146688,-0.10229778,0.30162048
PNPO,-0.051763535,-0.23770618,-0.003036499
SHQ1,-1.0533781,-0.09349489,0.09035444
CEP55,-0.71632576,-0.34631538,-1.0310183
CENPQ,0.18952608,0.20982313,-0.4159956
MSL2,-0.4888053,-0.28479004,1.235815
MRPS18A,-0.0072050095,-0.09603214,-0.21226692
TBCCD1,-0.13302231,0.1255846,-0.10621548
DNAAF2,-0.34145737,0.031329155,-1.0577097
MRPS10,0.13899612,-0.046419144,-0.6929407
SEC61A2,-0.5528145,-0.38086796,0.11698103
RMDN3,0.0552063,0.24441528,0.21129131
RNMTL1,-0.05449009,0.18045616,0.0019798279
PPP2R1A,-0.25797558,0.18621254,-0.9431429
LINS1,-0.21418285,0.19002247,0.9008386
SMG8,0.23716784,-0.01864624,0.35404634
RNF220,-0.114795685,0.055887222,-0.58697987
RIF1,-0.18583584,0.3392048,0.84083176
DZANK1,-0.5201721,-0.12662506,-0.09372282
SLC25A36,-0.4735098,-0.25150776,0.4243145
VPS13D,-0.40588236,-0.31770682,-0.41892767
RIC8B,-0.27518272,0.016287327,0.15983486
PPP2R1B,-0.6390085,-0.1673708,0.53419495
NUDT11,-0.27340794,0.19276714,1.4705639
NADSYN1,0.37102652,-0.1966672,0.5070553
DNAJC17,0.5781536,0.23948336,-0.18132114
PBRM1,0.039818287,-0.3201337,0.16799307
EVA1B,-0.009795666,-0.07685375,-0.4530077
KIAA1551,0.955739,0.35378075,-0.015700817
RPRD1A,0.35213566,0.34740734,-1.1071157
APPL2,-0.22323036,-0.31030083,0.1798482
FAM86C1,0.2940526,-0.029221535,-0.3877616
AVPR1A,0.23487091,0.049977303,-0.2978282
PPP2R2A,-0.7264633,-0.57766056,1.7034273
PLEKHG6,0.53266907,0.25131512,-0.8288479
MAP1S,0.017885685,-0.018444538,-0.5698385
GOLPH3L,0.47837114,0.025224686,-1.1840343
ZNF532,0.16108704,-0.060822487,-1.2918262
SBNO1,-0.48181725,-0.18005657,0.4920802
ARL8B,-0.1028986,0.2075119,0.6441269
DCUN1D2,0.28913116,0.05386877,-0.38826132
SETD5,0.033087254,-0.24882793,-0.59730625
PPP2R2B,0.28011608,0.009804249,0.43748188
ATAD3A,-0.3179803,-0.01299572,0.25894308
BBS7,-0.31467628,0.2093749,-0.2252369
RCBTB1,0.2921071,0.13922215,0.18810892
P3H2,0.52585316,0.56542873,-0.7840233
FANCI,-0.27544498,0.14343357,1.0684042
C11orf57,0.15132332,-0.038458824,0.82455444
TMLHE,0.08312845,-0.012009144,-0.1507616
EXD2,-0.26308823,-0.087480545,-0.06326103
TMEM57,0.19832087,-0.04100609,0.11460781
KLHDC8A,0.19278574,0.18417358,0.74548006
LRRC20,-0.5472274,-0.31207418,-0.35204697
TRIM62,0.14479923,-0.09735966,-0.16862392
ETNK2,-0.111846924,-0.10589838,-0.6006975
NAT10,-0.40030384,-0.07833862,-0.30114746
LRRC1,0.42749977,0.18979788,-1.8070078
PNMAL1,0.24716759,0.352211,0.15819073
PANK4,0.028823853,0.009697914,0.078692436
PPP2R3A,0.053236008,0.4052477,-0.051148415
MOB1A,-0.009527206,0.015281677,-0.9195776
SMU1,-0.053412437,-0.17193413,-0.30028677
UBA6,-0.29623127,0.39237213,0.8236656
SLC38A7,0.054789543,-0.11501074,-0.16313648
OGFOD1,-0.20382309,0.34333134,-0.00029945374
PPP2R4,-0.31026554,-0.26643944,-1.3461566
STEAP3,0.14626408,-0.08865547,0.47710133
KIRREL,0.35063028,0.032392025,-0.14243889
SLC47A1,-0.20677519,-0.1252718,-0.29601288
UQCC1,-0.24580383,-0.22558498,-0.4696417
CCDC25,0.4171419,0.2403307,-0.19395924
NEIL3,-0.21051407,0.24942064,0.19774818
TMEM206,0.1134696,0.012710571,-0.1866622
YY1AP1,-0.2576275,-0.32228136,0.88380957
PCMTD2,0.5509577,-0.28452015,-0.5464754
ASXL2,0.35308838,-0.38679314,0.37378645
TYW1,-0.27553368,-0.27187014,0.16168547
TMEM39A,0.53271914,0.0368948,0.5785389
WDR41,0.3986411,0.04255581,-1.5135765
MRGBP,-0.0018796921,-0.09411335,0.41205692
THNSL2,0.2583847,-0.18165398,0.30770874
CASC1,0.11624575,0.07343149,-0.0057325363
PPP2R5B,0.1314311,-0.030023098,0.45419788
C7orf43,-0.27699232,-0.055597782,0.49430656
ECHDC2,-0.4447484,-0.5935278,-1.6338
PPP2R5C,1.0436058,-0.009477615,-1.2683983
NUDT15,0.1851244,0.17944717,0.47076416
IMP3,-0.35513306,0.011241913,-0.0644474
TMEM100,-0.25219822,0.4110999,-1.1151161
PHF10,-0.17843866,-0.27068043,0.5954828
VPS53,-0.22887325,-0.0616827,0.025253773
FGGY,0.38314056,-0.093779564,-0.2568779
QRSL1,0.23317528,0.019478798,-1.385654
ZNF654,0.05428505,0.22665215,0.8219609
PPP2R5D,-0.44696808,-0.108504295,-0.76557493
CWF19L1,-0.38588524,-0.11969185,0.25200415
TMEM140,0.3744197,0.05816698,0.15283155
LRRC36,-0.33396816,-0.036904335,0.042007446
MCOLN3,-0.12166166,-0.24965668,0.3754325
UBE2W,-0.020878315,-0.124745846,-0.07658625
RBM41,0.5100684,0.34220695,-0.7580223
TMEM40,-0.20426655,0.12424612,0.12288046
RHOT1,-0.23597145,-0.3029852,-0.64501524
ATXN7L3B,0.2691002,-0.20271587,-0.05506897
BRF2,0.048932552,-0.16026115,0.21925926
PPP6R3,-0.09387493,-0.20230722,-0.25947666
UEVLD,-0.018013477,-0.015359879,0.17432737
FBXW7,-0.41522884,0.12322378,2.21421
KLHL26,0.2465601,0.07072973,-0.33869123
TBC1D19,-0.5954647,-0.25270033,-0.017286777
CCDC91,0.39908314,-0.015723228,-0.13355541
RNF121,-0.13662004,-0.16262054,-0.33075762
BRIX1,0.1451559,0.1586628,-0.17664623
PPP3CA,-0.22475052,-0.34657097,1.2136078
OLAH,-0.023778915,0.099104404,-0.32220316
GIMAP4,0.6247854,0.27539444,0.36341643
DDX19A,-0.053359985,0.19055843,0.31130457
PPP4C,0.2105732,0.17468739,-0.24201012
ZNF444,0.55844975,-0.00020313263,-0.6203656
PEF1,0.12930107,-0.17713642,-0.26043892
RFK,-0.8820267,-0.34050655,1.3269176
CPPED1,-0.5626812,0.05185604,0.020263195
TMEM144,0.07266855,-0.071624756,0.79069376
SLC29A3,0.27204323,-0.015118599,-0.38227463
RSAD1,-0.4305482,-0.47116518,-0.48599434
AP5S1,-0.38466024,-0.20316267,0.03331566
TMA16,0.22664165,0.3712864,-0.66654444
PPP3CB,0.19347954,0.24102783,-0.5773134
MIS18BP1,-0.20512247,-0.009859562,-0.19737768
TMEM74B,0.00830555,0.2407589,-0.023162365
C5orf22,0.35422134,0.37036133,0.41421032
LARP6,1.0501432,0.439188,-0.8249588
UFSP2,0.3153801,-0.07113695,-0.4184265
AGPAT5,-0.4059887,-0.024760246,0.1649952
LIN7C,-0.51994705,-0.36651993,0.13147831
MNS1,-0.3785076,-0.2647686,-0.014615059
PPP3CC,-0.39711428,0.21432257,0.72007656
DRAM1,0.22987461,0.015244484,0.89302635
SYNJ2BP,-0.12788105,-0.17716885,-0.22577286
NIPSNAP3B,0.32901287,0.204566,0.0057115555
C19orf66,0.214962,-0.13389015,-0.31340504
WDR33,-0.02177763,-0.07127333,0.33668232
PPP3R1,-0.6073823,-0.24435091,0.7744551
GIMAP5,-0.5042753,0.3248558,-0.7049601
LSG1,-0.23000145,-0.054306984,0.7949028
SLC35C1,-0.11524916,-0.1342454,-0.2491765
PLCXD1,0.38739014,0.723052,0.91302776
TCP11L1,-0.102235794,-0.22023582,0.6530099
ABHD10,-0.03985119,0.18284035,-0.08157539
LAPTM4B,-0.05313492,0.06725216,-2.0045366
HJURP,-0.41022778,-0.3180313,0.5403156
TBC1D2,-0.453712,-0.294765,0.42188334
STYK1,0.14403486,0.091641426,0.25439882
PPP5C,0.2411356,0.19914818,-0.48987532
PI4K2A,0.07338333,0.2626152,0.13552141
IMPACT,0.32426453,0.19664574,-0.84843826
TMEM176A,0.46830273,0.22280884,1.439775
LGR4,-0.31553602,-0.112532616,-1.715559
PIDD1,0.39242315,0.2473588,0.035309315
PPP6C,-0.6918278,-0.344594,0.48458862
TMCO6,0.42465258,0.1664586,-0.53543043
LRRC59,-0.7739353,-0.17217636,2.0233917
PPT1,-0.63217163,0.05622387,-0.657485
MEG3,-0.27373028,0.11492109,0.7201009
MCM10,-0.94261646,0.034916878,-0.14670563
NCBP3,0.25300455,0.013098717,0.4187584
ZNF331,0.34482193,0.25803947,0.3857994
GPALPP1,0.26352358,0.24329185,-0.13235474
YOD1,0.24843788,0.18025637,-0.08975792
AP1AR,-0.25216484,0.12581015,-0.81876755
CAMK2N1,2.4154863,0.6469383,-1.7878561
CSGALNACT2,0.17502308,0.23105288,1.4404325
PRCC,0.30728912,0.40321732,0.91025114
PARL,-0.6522341,-0.27135992,0.44675684
PRELP,0.265275,0.19008446,0.32982016
PREP,-0.6027708,-0.018157959,-0.20678234
ETNK1,0.034633636,0.45069313,-0.23036766
CHST12,0.20364094,0.13618135,0.022383213
NOP10,0.05565071,0.13378811,0.54496574
H2AFY2,-0.39672375,-0.28941965,-0.18323612
SLC35E3,0.18041229,0.14514637,1.22298
BATF3,-0.6745944,0.345963,0.47729445
PRF1,0.10204792,0.21068525,-0.43197656
DDX43,-0.016599178,-0.17041159,0.048193455
SMPD3,0.001139164,0.031100273,0.22621536
SRGN,-0.58657265,0.2650609,1.863193
TRIM36,0.41493988,0.3468051,1.5553207
DHTKD1,-0.58117294,-0.26276588,-0.96323156
IL17RB,0.08057976,0.8009529,-0.10191631
RBM38,0.39160395,0.1591034,-0.15122318
PLXNA3,0.008542061,-0.014289379,-0.35103226
ZNF821,0.016157627,0.15686083,0.18299437
GALNT10,-0.34547043,-0.52078676,0.8718071
PRIM1,0.34168053,0.4400177,0.35150528
CDV3,0.15367413,-0.3585148,1.1175718
NAGK,-0.44753313,-0.0027956963,-0.14118004
SUPT20H,-0.7359433,-0.09859371,-0.0022974014
PRIM2,0.24362755,0.18864155,-0.72307587
UBE2Q1,0.48186016,0.26173496,-1.0135498
BMP2K,0.16303825,0.6822071,1.0139718
GOLGA2P5,0.031953335,-0.13822412,-0.28085995
ZCCHC8,0.1522255,0.022177696,0.83488274
DDX60,0.46211624,0.07076168,-2.1122622
